,id,comment_text,score,toxic,severe_toxic,obscene,threat,insult,identity_hate
507,280b71c2ea5c53d5,""" 

  
 ==No it doesn't, but I hope it did== 

 It's just that there are ways to point out clear mistakes other than saying """"you fucked up"""". Particularly from a scholar's account. Do you thing I give a rat about my account's reputation? Do you think I'm trying to hide it for my sake? I was not doing because it made me look bad... I erased the entry because it made YOUR account look bad! Besides, given the amount of time I devote to improve Cal Poly Pomona's presence on Wikipedia, I'd be the last one trying to """"fuck it up"""" don't you think?    

 :That's why I was so surprised, because it was so out of character for you to make a mistake like that. And I use the phrase """"Boy, I really fucked that one up"""" often enough that applying it to others is just part of the package. Sorry if it offended. (Don't worry about my reputation; it's already far more complex than even I can imagine.)  """,0.8337723,0,0,0,0,0,0
508,280c710ec006823b,"==Thanks== 
 Thanks to Biruitorul and Ronline for fixing my stupid mistakes - keep digging gentlemen, there's bound to be more in an article this size ).",0.7022464,1,0,0,0,0,0
511,2811d5bbb5daa20a,""" 
 **I feel exactly this way too, even though D.Shank just called me lame within the last hour or two.  I'm not anti-anything, except anti-wikilawyering, and anti-grandstanding. It's just a website.  D.Shankbone, you've contributed a hell of a lot to this fucking website. I sure wish you'd lighten up on the noticeboards.     """,0.7756775,1,0,1,0,0,0
519,281988fd61b64104,""" 

 :Dear Dipshit, wait... where are my manners? Dear , 
 As quoted from WP:EDITWAR, """"An edit war occurs when editors who disagree about the content of a page repeatedly override each other's contributions, rather than trying to resolve the disagreement by discussion. Edit warring is unconstructive and creates animosity between editors, making it harder to reach a consensus. Users who engage in edit wars risk being blocked or even banned."""" Where have I overridden another contributor on a single page? I can't believe I need to explain to you the crime policies you're plastering on my talk page. I doubt you give two fucks anyway, and you're going to smack me around with the banhammer after my latest edit, just because you can. No big deal. I struck through your warning because you clearly have no idea what you're doing, and you're more or less thinking """"OOH! Shiny button!"""" every time you use Huggle, or Twinkle, or whatever automated program you use. Seriously, mate, double-check before you act. Honestly, I doubt you give two fucks anyway, and you're going to smack me around with the banhammer after my latest edit, just because you can. No big deal. I'll just come back anyway. And, , I struck through your warning because I can, and I worked damn hard on that edit. Reverting it like it was nothing was hurtful. T.T   """,0.7704433,0,0,0,0,0,0
520,281a24af9612bca8,mattythewhite is a prick.,0.9480856,0,0,0,0,0,0
528,28325b8f64bafe2f,u are a gigantic faggot,0.9654989,1,0,1,0,1,1
537,2bd243fa7a5a1e04,"Oh come on - now you are just being silly. Oh - wait - are you saying you are an anti-Stratfordian then? Why then, welcome to the cause! )",0.7127201,0,0,0,0,0,0
554,2beb4c0d1c4f6d6b,"It's not vandalism if it's true, you know. Only Americans use American English: All Americans are idiots. There you go, logical! Or are you American and that's too intelligent for you? Poor you. I'll send you over a dictionary.",0.88824683,0,0,0,0,0,0
556,2bebc4b7de2648e3,"THIS IS WHAT YOUR FAT PIG OF A LEADER DEALS IN: 
 SPECIALIZING IN TAKING PEOPLE'S MONEY... 

 GETTING FAT... 

 SEXUALLY ABUSING FEMALES... 

 MAKING A MOCKERY OF THE FOOLS WHO THINK DAHN IS A GENUINE PRACTICE OR ANYTHING OF THAT ILK... 

 TAKING ADVANTAGE OF KOREAN BIGOTRY TO FIND MORE ADHERENTS... 

 MASTERING THE ART OF RACISM AND BIGOTRY... 

 PLAGIARISM AND STEALING IDEAS FROM FIXED ANCIENT LINEAGES.... 

 ILLITERACY...",0.9156528,1,0,0,0,0,0
559,2beeb9e39f72c459,What the hell did I make a Bibliography for if this is original research?  I must be stupid.,0.8785311,1,0,1,0,1,0
565,2bf617588eaed5c6,"""::Probably some Yiddish or dialectal variant of """"Leck mich am Arsch!"""". (Lit. """"Lick me in ass!"""", in meaning it's something like """"Bite me!"""" or """"Kiss my ass!"""".) No offense, but your translation would have a very strange word order for a German sentence. I guess the point is that """"Kocker"""" is Yiddish, """"Kacker"""" is german...   

 """,0.8785311,1,0,1,0,0,0
568,2bf81624b06ce086,:You're fuckin' right. -),0.9033423,1,0,1,0,0,0
572,2bfb44e0b91d2345,Who ever reads this is an idiot,0.9361505,1,0,1,0,1,0
575,2bfd1af8c2a66d46,"I'd also like it if you could rub your penis on and inbetween my boobs, and lick my clit. I'd also like that long thing up my ass.  

 Also, you might like the taste of my boob milk. And I like it when you suck them. I could teach you new sex techniques with my legs, too.",0.9618592,1,0,1,0,0,0
584,2fa3ddcdc2ea3046,""" 

  
 ==Just destroy the city== 
 God your city sucks. What city has a mall with nothing in it except for a CVS? I went there during the summer in AUgust and sawlike 6 people walking around in """"Downtown"""". Just kill me if I ever move there.""",0.8606264,0,0,0,0,0,0
587,2fa6a0149b5c2827,Michael Jackson got his perverted heredity from him.,0.7441309,0,0,0,0,0,0
590,2fb131d8e5debc6e,""" 

 I break it down as follows: 

 * SKATER - support 
 * SarekOfVulcan - support 
 * Baseball Bugs - oppose 
 * Malleus Fatuorum - """"Both suggestions are silly"""" - oppose 
 * Lara - oppose 
 * Folantin - support 
 * BWilkins - unknown 
 * Master of Puppets - oppose 
 * RegentsPark - your involvement 
 * Hans Adler - support 
 * Akhilleus - support 
 * Excirial - support 
 * SandyGeorgia - unknown 
 * Philcha - states """"Only an uninvolved admin should allowed to rule on an sanction - on any editor"""" so falls under oppose (and an oppose for you closing the sanction and ruling on it) 
 * Moreschi - unknown 
 * iMatthew - oppose 
 * rʨanaɢ - unknown """"So if this discussion yields a unified result then maybe that can be called a """"community sanction"""", but the one in place now holds no water"""" 
 * TenOfAllTrades - support 
 * Black Kite - oppose 
 * S Marshall - oppose 
 * Antandrus - support 
 * 4wajzkd02 - support 
 * user:J - support 
 * Ssilvers - support 
 * Will Beback - support 
 * JohnWBarber - support 
 * ChrisO - support 
 * jbmurray - support 
 * Until It Sleeps - support 
 * ChildofMidnight - oppose 
 * Tarc - oppose 
 * John - support 
 * Jeni - support 
 * Wikidemon - support 
 * Fritzpoll - no consensus/oppose - """"sanctions are to be imposed based on a consensus of uninvolved editors (see WP:BAN - will check this is the right link), with many of those favouring a ban expressly indicating that they have had negative interactions with him"""" 
 * HalfShadow - oppose """"Would all of you kindly shut the fuck up, please?"""" 
 * Protonk - oppose per HalfShadow 
 * SMC - oppose per HalfShadow 
 * SB_Johnny - unknown but """"I find it absolutely ridiculous that Wikipedia:Requests for Comment/Ottava Rima remains a redlink while there are apparently so many people willing to bitch about him ad infinitum. WTF is the issue? If you all have so many things you want him to change about his behavior, why not just open a doggone RfC and let him know? Are you scared of him or something? You needn't be."""" 

 18 supports, 14 opposes, and other comments with many pointing out that restriction standards nullify many of the supports.   """,0.7447181,0,0,0,0,0,0
602,2fd190140e832348,"""What the hell is your problem with Djam Karet?  You vandalized the article by putting in blatantly false and libelous information.  Your vandalism has since spread to multiple mirror sites of Wikipedia.  Are you really proud of yourself for calling someone a """"former felon"""" when there's no evidence to support that? 

 Keep your filthy paws off Wikipedia's articles unless you have something worthwhile to contribute.    """,0.794439,1,0,0,0,0,0
604,2fd316a9e9d94383,""" 

  
 == Archive? == 

 Hi there, I was just wondering if you knew about archiving old talks. It keeps your talk page from looking cluttered. I have done it, so take a look at my talk page for info. You'll probably get some help Here.   

 ===Flag=== 

 Just paste this onto the pages you want it (you can't see the code, unless you're in edit mode!): 

 CODE STARTS HERE!!!> 

 {{#if: {{{1|}}}|{{User:1ne/Title{{!}}{{{1|}}}}}|}} 

 
 {| style=""""background-color:transparent;border: 0px"""" 
 |- 

 {{transclusionless}}). 

 Thanks.    

 ==Speedy deletion of Your mum is a big fat fucking slut== 
  A tag has been placed on Your mum is a big fat fucking slut, requesting that it be speedily deleted from Wikipedia. This has been done under section G1 of the criteria for speedy deletion, because the page appears to have no meaningful content or history, and the text is unsalvageably incoherent. If the page you created was a test, please use the sandbox for any other experiments you would like to do. Feel free to leave a message on my talk page if you have any questions about this.  

 If you think that this notice was placed here in error, you may contest the deletion by adding  to the top of the page (just below the existing speedy deletion or """"db"""" tag), coupled with adding a not",0.8541316,0,0,0,0,0,0
606,2fd65f8609f7f053,"== Elvis Presley Vandalism == 

  Anus 

  Anus 

 do NOT remove notices from your talk page. it is against the rules, as i have been remind of before. Anus",0.8785311,0,0,0,0,0,0
608,2fda09baa210cf9d,""" 

  
 This """"Katrina's effect on the internet subculture"""" section seems astoundingly, stupidly trivial in this context.""",0.69436574,0,0,0,0,0,0
614,2fdd91b11f6f53c2,"== I love Luka == 

 Hes so sexy and has a really cute circumcised penis, and I wish he was mine, hes so adorable. I wonder if hes single",0.88824683,1,0,1,0,0,0
631,33a26f8884330e9b,""":: Is it possible to treat other editors like AnotherPseudnym does and no one tell him he have to """"be polite""""?  
 ::I'm really suprised that he has any support... but I see that, in the end, he will impose his view.. and even get support O ... superb!!! 
 :: 
 ::""""eat shit wishy-washy""""?????!!! 
 ::""""please just f*ck off"""" ?????????????????????????????????!!!! 
 ::""""You are a buffoon"""" ??!!! 
 ::""""you are thoroughly devoid of any integrity"""" 
 ::""""You are a hypocrite as well as an ignoramus"""" 
 :: I remember wikipedia policy: 
 :Be polite  
 :Assume good faith  
 :Avoid personal attacks 

 """,0.92271614,1,0,1,0,1,0
634,33b16149b1e00cab,""", 29 January 2010 (UTC) 

 ::::Thanks Mushroom, I'm glad to see that some maturity has been injected into this discussion. To all you iTampon fans out there... it's a lame joke for starters, secondly statements like """"Most people coming to this article are expecting to see something about maxipads"""" sound flat out stupid and ridiculous. Perhaps what the user really meant is """"Most prepubescent boys coming to this article..."""" or """"When I come to this article..."""". The only way a maxipad is the first thing in your head when you hear the word """"pad"""" is if you are a woman on the rag or a little boy obsessed with vaginas and anything related to them. What's next? Is Dick Armey's page going to have a caption that says """"HAHA his name means an ARMY OF DICKS!!!"""" - seriously, there's already too many lame sex related jokes in real life, I don't need to see them on my Wikipedia when I'm trying to learn more about a new piece of technology.   20:13""",0.79829246,0,0,0,0,0,0
637,33b4bcd2b2a7d181,":Besides, whoever's running this simulation sure is doing a pretty poor job! Global warming, disease, wars, famine, death, destruction, and doom! Sure isn't something a good programmer would do, unless he's a sadist! Perhaps if I ask him, he'll simulate snow! We haven't had any for months and it's winter already! I'll bet he's just trying to drive me nuts...",0.7093121,0,0,0,0,0,0
640,33b5ce98646a0dc9,"lol 

  

 == rules == 

 rules! 

 no editing my page. 

 dont be gay.",0.9017488,1,0,1,0,1,1
649,33c020e41490b923,"== gay == 

 v gay",0.8594823,1,0,0,0,0,0
659,33cce9b036e423dd,""" May 2010 (UTC) 
 It doesn't matter what can be """"found"""" anywhere else. The idea is that articles on Wikipedia will have references to help validate the material. If someone said you were an idiot without references but told everyone that the proof could be found """"out there"""" somewhere should the rest of us accept that you are an idiot? 

 Without verifiable references this article should be removed.  20:26, 22""",0.85051227,0,0,0,0,0,0
673,378101a3f4f6d557,""" 
 ::::I answered your question on his talk page because I have his talk page watchlisted because I some times ask him for advice or help. As for the geneology, if its all from the bible, cite it to the fucking bible, not some poster that may not be factually accurate and is not a scholarly reliable source.  """,0.74285084,0,0,0,0,0,0
676,378663e33263e31b,":Actually, if it is just for the record as you say, then it's all good brah.  It's Friday!  It's Friday in Miami, time to get the hot Jewish sluts out.  Happy Thanksgiving!",0.8606264,0,0,0,0,0,0
682,37910779f31f7083,"Good grief NOOOO! I would never say that the bundle of delete votes are rubbish, just yours that's all.",0.7451497,0,0,0,0,0,0
688,379898bfe3511bde,""" 

 == Boybang == 

 I removed the text """"One option is that man can give a woman oral sex, give to another woman the vaginal sex  and accept oral sex  in the coition of a third woman, all at the same time. With this, may the boy have space he may engage in finger f*****g 2 or more females whilst foot f*****g another female."""" as it was unsourced and the f******g is not encyclopedic.  """,0.88994026,1,0,0,0,0,0
700,37adba3068fd4df3,and all the jews that where on the south died by being burned alive if they where captured,0.7697241,0,0,0,0,0,0
704,37b3d937559ed86e,""". This is your admission if you forgot: """"''Interestingly, he is a sockpuppet-abuser .. That's why he was banned in the German Wikipedia. As for his barnstar: I have no idea what he was trying to achieve with that,""""""",0.69542736,0,0,0,0,0,0
707,37ba974bcc9cf075,"== CZAR BELINDA == 

 CZAR BELINDA IS GAY... HE TAKES DICK IN THE ASS SOMETHING LIKE THIS",0.9569792,1,0,1,0,1,0
718,3b7adc64ff3eb36d,fuck people this days:P,0.93232936,1,0,1,0,1,0
720,3b7fd18b52f57454,":I did not associate the name Nazarian with Nazi, not now, not ever. Please do not assume I'm a liar or an idiot. I welcome outside input.",0.8606264,0,0,0,0,0,0
724,3b843eb92e277e4d,200lol fuck around a pussy6,0.9624594,1,0,1,0,0,0
728,3b86539670d4da49,"::I see your concerns, and many people have expressed them before. It is, of course, important to note that Wikipedia is an Encyclopedia, meaning a compendium of general knowledge, whether it is objectionable or not. The content disclaimer explains it well. So having an article on these slurs (and believe me there's more article where that comes from) can be a legitimate topic if treated well. I don't think there is any violation of NPOV, since they are merely representing the (admittedly subjective) material in an objective way. I do have a little concern about those lists only in that lists of words tend to violate (in my view) the policy that Wikipedia is not a dictionary, but it would take a major reversal of our ways to do anything about that. Wikipedia does not shy away from possibly objectionable material, instead it tries to treeat it in an NPOV way (for which I am proud). See, for example, some pretty good articles at fuck, nigger, and motherfucker. ·",0.82260877,0,0,0,0,0,0
736,3b92b6271c87bd8d,That mother fucker brian austain green I will maul him with a bouche knife if he fucking touches or ruins my love life on Megan Fox I love her for ever and you can't change it brian austain green is a fag tag.,0.9493306,1,0,1,1,1,1
740,3b971e4ecadefc82,"hei ugly ass bicth  

  

  

  

  

  

  

  

  

  

  

  

  

  

  

  

  

  

  

  

  

  

  

  

  

  

  

  

  

  

  

  

  

  

  

  

  

  

  

  

  

  

  

  

  

  

  

  

  

  

  

  

  

  

  

  

  

  

  

  

  

  

  

  

  

  

  

  

  

  

  

  

  

  

  
 ght",0.97575116,1,0,1,0,1,0
